id_voie,jour,n_jour,mois,annee,heure,evenement,meteo,debit,vitesse
1329,4,9,1,2015,13,0,3,610.13,35.89
1329,4,9,1,2015,14,0,0,590.0,23.0
1329,4,9,1,2015,15,0,2,659.54,44.1
1329,4,9,1,2015,16,0,0,613.0,27.0
1329,4,9,1,2015,17,0,0,461.0,36.0
1329,4,9,1,2015,18,0,0,478.0,27.0
1329,4,9,1,2015,19,0,1,437.58,42.57
1329,4,9,1,2015,20,0,0,426.0,31.0
1329,4,9,1,2015,21,0,0,710.0,33.0
1329,4,9,1,2015,22,0,0,520.0,49.0
1329,4,9,1,2015,23,0,0,573.0,33.0
1329,5,10,1,2015,0,0,0,19.0,48.0
1329,5,10,1,2015,1,0,0,143.0,43.0
1329,5,10,1,2015,2,0,0,158.0,49.0
1329,5,10,1,2015,3,0,0,136.0,45.0
1329,5,10,1,2015,4,0,0,83.0,40.0
1329,5,10,1,2015,5,0,0,669.0,31.0
1329,5,10,1,2015,6,0,0,694.0,40.0
1329,5,10,1,2015,7,0,0,732.0,38.0
1329,5,10,1,2015,8,0,0,601.0,33.0
1329,5,10,1,2015,9,0,0,543.0,40.0
1329,5,10,1,2015,10,0,0,578.0,42.0
1329,5,10,1,2015,11,0,0,679.0,40.0
1329,5,10,1,2015,12,4,0,381.0,27.0
1329,5,10,1,2015,13,0,3,757.57,38.8
1329,5,10,1,2015,14,0,1,464.31,33.66
1329,5,10,1,2015,15,0,0,405.0,22.0
1329,5,10,1,2015,16,0,0,698.0,35.0
1329,5,10,1,2015,17,0,1,760.32,20.79
1329,5,10,1,2015,18,0,3,546.11,32.98
1329,5,10,1,2015,19,0,1,632.61,35.64
1329,5,10,1,2015,20,0,0,460.0,39.0
1329,5,10,1,2015,21,0,0,682.0,39.0
1329,5,10,1,2015,22,0,3,393.82,34.92
1329,5,10,1,2015,23,0,0,538.0,22.0
1329,6,11,1,2015,0,0,0,146.0,43.0
1329,6,11,1,2015,1,0,0,96.0,48.0
1329,6,11,1,2015,2,0,3,166.84,47.53
1329,6,11,1,2015,3,1,1,114.0,39.9
1329,6,11,1,2015,4,2,0,173.7,37.8
1329,6,11,1,2015,5,0,0,477.0,32.0
1329,6,11,1,2015,6,0,0,430.0,43.0
1329,6,11,1,2015,7,0,3,428.74,24.25
1329,6,11,1,2015,8,0,0,707.0,27.0
1329,6,11,1,2015,9,0,3,634.38,38.8
1329,6,11,1,2015,10,0,0,769.0,24.0
1329,6,11,1,2015,11,0,1,589.05,34.65
1329,6,11,1,2015,12,0,0,739.0,33.0
1329,6,11,1,2015,13,3,0,639.2,29.6
1329,6,11,1,2015,14,0,1,738.54,45.54
1329,6,11,1,2015,15,0,0,473.0,21.0
1329,6,11,1,2015,16,2,0,711.9,33.3
1329,6,11,1,2015,17,1,3,476.15999999999997,31.62
1329,6,11,1,2015,18,0,0,789.0,21.0
1329,6,11,1,2015,19,0,0,720.0,24.0
1329,6,11,1,2015,20,0,0,659.0,26.0
1329,6,11,1,2015,21,0,1,398.97,37.62
1329,6,11,1,2015,22,0,0,556.0,46.0
1329,6,11,1,2015,23,0,1,772.2,36.63
1329,0,12,1,2015,0,0,3,120.28,45.59
1329,0,12,1,2015,1,0,0,76.0,42.0
1329,0,12,1,2015,2,0,0,127.0,40.0
1329,0,12,1,2015,3,0,1,48.51,40.59
1329,0,12,1,2015,4,0,0,100.0,41.0
1329,0,12,1,2015,5,0,0,485.0,45.0
1329,0,12,1,2015,6,1,0,431.04,27.84
1329,0,12,1,2015,7,0,0,510.0,22.0
1329,0,12,1,2015,8,0,0,738.0,27.0
1329,0,12,1,2015,9,0,2,534.1,24.5
1329,0,12,1,2015,10,0,0,537.0,36.0
1329,0,12,1,2015,11,0,0,670.0,49.0
1329,0,12,1,2015,12,0,0,411.0,43.0
1329,0,12,1,2015,13,0,0,532.0,20.0
1329,0,12,1,2015,14,0,0,648.0,23.0
1329,0,12,1,2015,15,2,0,399.6,30.6
1329,0,12,1,2015,16,0,0,400.0,49.0
1329,0,12,1,2015,17,0,0,634.0,38.0
1329,0,12,1,2015,18,0,0,581.0,38.0
1329,0,12,1,2015,19,0,0,707.0,40.0
1329,0,12,1,2015,20,0,0,751.0,21.0
1329,0,12,1,2015,21,0,0,686.0,35.0
1329,0,12,1,2015,22,0,3,582.0,37.83
1329,0,12,1,2015,23,0,0,658.0,43.0
1329,1,13,1,2015,0,0,0,89.0,45.0
1329,1,13,1,2015,1,0,0,180.0,45.0
1329,1,13,1,2015,2,0,0,130.0,41.0
1329,1,13,1,2015,3,0,0,127.0,48.0
1329,1,13,1,2015,4,0,1,67.32,41.58
1329,1,13,1,2015,5,0,0,564.0,36.0
1329,1,13,1,2015,6,0,0,619.0,20.0
1329,1,13,1,2015,7,0,1,654.39,23.76
1329,1,13,1,2015,8,0,0,589.0,38.0
1329,1,13,1,2015,9,0,0,679.0,45.0
1329,1,13,1,2015,10,0,0,703.0,27.0
1329,1,13,1,2015,11,0,0,605.0,48.0
1329,1,13,1,2015,12,0,2,540.96,34.3
1329,1,13,1,2015,13,0,2,572.32,27.44
1329,1,13,1,2015,14,0,2,458.64,31.36
1329,1,13,1,2015,15,0,0,581.0,34.0
1329,1,13,1,2015,16,0,0,771.0,47.0
1329,1,13,1,2015,17,0,0,459.0,42.0
1329,1,13,1,2015,18,0,0,404.0,27.0
1329,1,13,1,2015,19,3,0,513.6,25.6
1329,1,13,1,2015,20,0,0,778.0,36.0
1329,1,13,1,2015,21,0,0,700.0,48.0
1329,1,13,1,2015,22,0,0,674.0,49.0
1329,1,13,1,2015,23,0,0,476.0,49.0
1329,2,14,1,2015,0,0,3,192.06,41.71
1329,2,14,1,2015,1,0,2,154.84,45.08
1329,2,14,1,2015,2,0,0,192.0,48.0
1329,2,14,1,2015,3,0,0,132.0,41.0
1329,2,14,1,2015,4,0,0,20.0,44.0
1329,2,14,1,2015,5,0,3,489.85,42.68
1329,2,14,1,2015,6,0,0,763.0,36.0
1329,2,14,1,2015,7,0,2,673.26,38.22
1329,2,14,1,2015,8,0,0,409.0,27.0
1329,2,14,1,2015,9,0,1,628.65,44.55
1329,2,14,1,2015,10,0,3,525.74,25.22
1329,2,14,1,2015,11,0,0,621.0,31.0
1329,2,14,1,2015,12,0,3,629.53,40.74
1329,2,14,1,2015,13,0,0,744.0,32.0
1329,2,14,1,2015,14,2,3,410.64,37.41
1329,2,14,1,2015,15,0,0,476.0,41.0
1329,2,14,1,2015,16,0,0,575.0,27.0
1329,2,14,1,2015,17,0,3,496.64,26.19
1329,2,14,1,2015,18,0,0,523.0,38.0
1329,2,14,1,2015,19,0,0,519.0,48.0
1329,2,14,1,2015,20,0,0,643.0,35.0
1329,2,14,1,2015,21,0,0,746.0,31.0
1329,2,14,1,2015,22,0,2,680.12,47.04
1329,2,14,1,2015,23,0,0,792.0,43.0
1329,3,15,1,2015,0,0,0,179.0,49.0
1329,3,15,1,2015,1,0,0,63.0,47.0
1329,3,15,1,2015,2,0,0,107.0,44.0
1329,3,15,1,2015,3,0,0,13.0,46.0
1329,3,15,1,2015,4,0,2,112.7,44.1
1329,3,15,1,2015,5,0,2,416.5,21.56
1329,3,15,1,2015,6,0,0,507.0,27.0
1329,3,15,1,2015,7,0,3,672.21,33.95
1329,3,15,1,2015,8,0,2,633.08,27.44
1329,3,15,1,2015,9,0,2,441.98,19.6
1329,3,15,1,2015,10,0,0,648.0,32.0
1329,3,15,1,2015,11,0,0,651.0,38.0
1329,3,15,1,2015,12,0,1,689.04,33.66
1329,3,15,1,2015,13,0,1,620.73,27.72
1329,3,15,1,2015,14,0,0,679.0,46.0
1329,3,15,1,2015,15,0,2,736.96,23.52
1329,3,15,1,2015,16,0,0,626.0,20.0
1329,3,15,1,2015,17,0,0,713.0,39.0
1329,3,15,1,2015,18,0,0,712.0,46.0
1329,3,15,1,2015,19,0,0,706.0,43.0
1329,3,15,1,2015,20,0,0,434.0,36.0
1329,3,15,1,2015,21,0,0,735.0,35.0
1329,3,15,1,2015,22,0,3,623.71,19.4
1329,3,15,1,2015,23,0,3,486.94,47.53
1329,4,16,1,2015,0,0,2,65.66,45.08
1329,4,16,1,2015,1,0,3,133.86,38.8
1329,4,16,1,2015,2,0,0,86.0,41.0
1329,4,16,1,2015,3,0,0,92.0,49.0
1329,4,16,1,2015,4,0,2,166.6,42.14
1329,4,16,1,2015,5,0,3,582.0,35.89
1329,4,16,1,2015,6,0,0,588.0,47.0
1329,4,16,1,2015,7,0,0,680.0,37.0
1329,4,16,1,2015,8,0,0,690.0,36.0
1329,4,16,1,2015,9,0,0,620.0,46.0
1329,4,16,1,2015,10,0,0,423.0,49.0
1329,4,16,1,2015,11,0,0,713.0,25.0
1329,4,16,1,2015,12,1,0,696.0,32.64
1329,4,16,1,2015,13,0,2,755.58,29.4
1329,4,16,1,2015,14,0,0,449.0,42.0
1329,4,16,1,2015,15,0,2,783.02,21.56
1329,4,16,1,2015,16,0,0,532.0,40.0
1329,4,16,1,2015,17,0,1,547.47,25.74
1329,4,16,1,2015,18,1,3,695.64,43.71
1329,4,16,1,2015,19,3,0,401.6,17.6
1329,4,16,1,2015,20,0,0,500.0,32.0
1329,4,16,1,2015,21,0,0,728.0,28.0
1329,4,16,1,2015,22,0,2,782.04,39.2
1329,4,16,1,2015,23,0,0,627.0,23.0
1329,5,17,1,2015,0,0,3,170.72,42.68
1329,5,17,1,2015,1,0,1,99.99,42.57
1329,5,17,1,2015,2,0,0,70.0,43.0
1329,5,17,1,2015,3,0,0,75.0,49.0
1329,5,17,1,2015,4,0,0,94.0,47.0
1329,5,17,1,2015,5,0,0,616.0,47.0
1329,5,17,1,2015,6,0,0,564.0,49.0
1329,5,17,1,2015,7,0,0,770.0,32.0
1329,5,17,1,2015,8,0,1,535.59,24.75
1329,5,17,1,2015,9,0,1,539.55,21.78
1329,5,17,1,2015,10,0,0,758.0,41.0
1329,5,17,1,2015,11,0,1,768.24,38.61
1329,5,17,1,2015,12,0,2,486.08,26.46
1329,5,17,1,2015,13,3,0,404.8,18.4
1329,5,17,1,2015,14,0,0,458.0,20.0
1329,5,17,1,2015,15,0,0,611.0,30.0
1329,5,17,1,2015,16,0,0,504.0,31.0
1329,5,17,1,2015,17,0,0,628.0,36.0
1329,5,17,1,2015,18,0,0,638.0,24.0
1329,5,17,1,2015,19,0,0,754.0,47.0
1329,5,17,1,2015,20,0,0,618.0,26.0
1329,5,17,1,2015,21,0,1,556.38,39.6
1329,5,17,1,2015,22,0,1,572.22,38.61
1329,5,17,1,2015,23,0,3,455.9,25.22
1329,6,18,1,2015,0,0,0,177.0,40.0
1329,6,18,1,2015,1,0,0,156.0,48.0
1329,6,18,1,2015,2,0,0,32.0,47.0
1329,6,18,1,2015,3,0,0,33.0,41.0
1329,6,18,1,2015,4,0,0,14.0,46.0
1329,6,18,1,2015,5,0,0,760.0,39.0
1329,6,18,1,2015,6,0,1,653.4,26.73
1329,6,18,1,2015,7,0,0,762.0,48.0
1329,6,18,1,2015,8,0,3,744.96,24.25
1329,6,18,1,2015,9,0,0,647.0,37.0
1329,6,18,1,2015,10,3,0,548.8,38.4
1329,6,18,1,2015,11,0,0,414.0,31.0
1329,6,18,1,2015,12,0,0,528.0,49.0
1329,6,18,1,2015,13,0,0,494.0,35.0
1329,6,18,1,2015,14,0,0,765.0,24.0
1329,6,18,1,2015,15,0,0,755.0,36.0
1329,6,18,1,2015,16,0,0,658.0,20.0
1329,6,18,1,2015,17,0,0,684.0,23.0
1329,6,18,1,2015,18,0,0,419.0,23.0
1329,6,18,1,2015,19,0,2,435.12,23.52
1329,6,18,1,2015,20,0,0,713.0,21.0
1329,6,18,1,2015,21,0,3,400.61,44.62
1329,6,18,1,2015,22,0,0,401.0,39.0
1329,6,18,1,2015,23,0,3,599.46,41.71
1329,0,19,1,2015,0,2,0,146.7,37.8
1329,0,19,1,2015,1,0,3,107.67,40.74
1329,0,19,1,2015,2,0,0,163.0,40.0
1329,0,19,1,2015,3,0,0,165.0,49.0
1329,0,19,1,2015,4,0,0,51.0,49.0
1329,0,19,1,2015,5,0,0,790.0,39.0
1329,0,19,1,2015,6,0,3,673.18,46.56
1329,0,19,1,2015,7,2,0,454.5,33.3
1329,0,19,1,2015,8,0,2,752.64,22.54
1329,0,19,1,2015,9,0,0,485.0,33.0
1329,0,19,1,2015,10,0,2,525.28,34.3
1329,0,19,1,2015,11,0,1,699.93,32.67
1329,0,19,1,2015,12,0,0,449.0,27.0
1329,0,19,1,2015,13,0,2,652.68,47.04
1329,0,19,1,2015,14,0,0,578.0,22.0
1329,0,19,1,2015,15,0,3,743.02,23.28
1329,0,19,1,2015,16,0,0,505.0,23.0
1329,0,19,1,2015,17,0,0,625.0,27.0
1329,0,19,1,2015,18,0,0,417.0,48.0
1329,0,19,1,2015,19,1,0,608.64,44.16
1329,0,19,1,2015,20,0,2,631.12,40.18
1329,0,19,1,2015,21,4,0,467.4,18.6
1329,0,19,1,2015,22,0,0,460.0,21.0
1329,0,19,1,2015,23,0,0,591.0,48.0
1329,1,20,1,2015,0,3,1,67.15,31.6
1329,1,20,1,2015,1,0,0,170.0,49.0
1329,1,20,1,2015,2,0,3,74.69,45.59
1329,1,20,1,2015,3,0,3,154.23,46.56
1329,1,20,1,2015,4,0,1,99.0,43.56
1329,1,20,1,2015,5,0,0,653.0,27.0
1329,1,20,1,2015,6,0,0,594.0,47.0
1329,1,20,1,2015,7,0,0,467.0,32.0
1329,1,20,1,2015,8,0,0,541.0,31.0
1329,1,20,1,2015,9,0,2,623.28,40.18
1329,1,20,1,2015,10,0,0,509.0,30.0
1329,1,20,1,2015,11,0,2,768.32,25.48
1329,1,20,1,2015,12,0,0,748.0,26.0
1329,1,20,1,2015,13,0,0,492.0,47.0
1329,1,20,1,2015,14,0,0,691.0,40.0
1329,1,20,1,2015,15,0,0,423.0,43.0
1329,1,20,1,2015,16,0,0,666.0,35.0
1329,1,20,1,2015,17,2,2,526.24,30.8
1329,1,20,1,2015,18,0,0,417.0,28.0
1329,1,20,1,2015,19,2,3,412.38,33.93
1329,1,20,1,2015,20,0,2,686.0,19.6
1329,1,20,1,2015,21,0,0,711.0,47.0
1329,1,20,1,2015,22,0,3,425.83,38.8
1329,1,20,1,2015,23,0,0,479.0,48.0
1329,2,21,1,2015,0,0,1,187.11,48.51
1329,2,21,1,2015,1,0,0,102.0,47.0
1329,2,21,1,2015,2,0,2,146.02,40.18
1329,2,21,1,2015,3,0,2,13.72,44.1
1329,2,21,1,2015,4,0,0,88.0,46.0
1329,2,21,1,2015,5,0,1,761.31,35.64
1329,2,21,1,2015,6,0,0,586.0,37.0
1329,2,21,1,2015,7,0,2,522.34,20.58
1329,2,21,1,2015,8,2,0,430.2,32.4
1329,2,21,1,2015,9,2,0,460.8,44.1
1329,2,21,1,2015,10,0,0,743.0,31.0
1329,2,21,1,2015,11,0,0,718.0,37.0
1329,2,21,1,2015,12,0,0,712.0,45.0
1329,2,21,1,2015,13,0,3,488.88,42.68
1329,2,21,1,2015,14,0,1,597.96,36.63
1329,2,21,1,2015,15,3,1,470.84000000000003,19.75
1329,2,21,1,2015,16,0,0,606.0,49.0
1329,2,21,1,2015,17,0,0,700.0,27.0
1329,2,21,1,2015,18,0,2,778.12,47.04
1329,2,21,1,2015,19,0,0,719.0,36.0
1329,2,21,1,2015,20,0,1,532.62,33.66
1329,2,21,1,2015,21,0,1,443.52,32.67
1329,2,21,1,2015,22,0,0,521.0,21.0
1329,2,21,1,2015,23,0,0,422.0,46.0
1329,3,22,1,2015,0,2,1,105.02,42.72
1329,3,22,1,2015,1,0,1,145.53,44.55
1329,3,22,1,2015,2,0,1,18.81,48.51
1329,3,22,1,2015,3,0,0,124.0,49.0
1329,3,22,1,2015,4,0,0,116.0,44.0
1329,3,22,1,2015,5,0,3,437.47,19.4
1329,3,22,1,2015,6,0,0,513.0,25.0
1329,3,22,1,2015,7,0,0,564.0,27.0
1329,3,22,1,2015,8,0,0,435.0,26.0
1329,3,22,1,2015,9,0,0,457.0,44.0
1329,3,22,1,2015,10,0,0,551.0,34.0
1329,3,22,1,2015,11,0,0,649.0,29.0
1329,3,22,1,2015,12,0,1,718.74,40.59
1329,3,22,1,2015,13,0,0,717.0,42.0
1329,3,22,1,2015,14,0,0,715.0,34.0
1329,3,22,1,2015,15,0,0,406.0,42.0
1329,3,22,1,2015,16,0,0,561.0,48.0
1329,3,22,1,2015,17,0,0,548.0,26.0
1329,3,22,1,2015,18,0,0,600.0,32.0
1329,3,22,1,2015,19,0,3,711.98,40.74
1329,3,22,1,2015,20,0,0,785.0,35.0
1329,3,22,1,2015,21,0,0,777.0,36.0
1329,3,22,1,2015,22,0,0,494.0,48.0
1329,3,22,1,2015,23,0,0,525.0,48.0
1329,4,23,1,2015,0,0,0,65.0,49.0
1329,4,23,1,2015,1,0,3,34.92,45.59
1329,4,23,1,2015,2,0,0,83.0,47.0
1329,4,23,1,2015,3,0,0,116.0,49.0
1329,4,23,1,2015,4,0,0,169.0,44.0
1329,4,23,1,2015,5,0,0,409.0,30.0
1329,4,23,1,2015,6,0,3,664.45,19.4
